HOTEL_NAME,ADDRESS,COMMUNITY,Parish,Longitude,Latitude
Golden Eye,P.O. Box 118,Oracabessa,St. Mary,-77.92830561,18.48537242
Golden Seas Hotel,P.O. Box 1 Oracabessa,Oracabessa,St. Mary,-77.92803653,18.48864127
Loveland Villa,Oracabessa P.O.,Oracabessa,St. Mary,-77.8424315,18.01919858
Rock Edge Villa,,Oracabessa,St. Mary,-77.34043394,18.4631472
Tamarind Great House,"Cresent Estate, Oracabessa P.",Oracabessa,St. Mary,-77.09538206,18.41329632
Blue Harbour,P.O. Box 50,Port Maria,St. Mary,-78.35402089,18.24546573
Casa Maria,Port Maria P.O. Box 10,Port Maria,St. Mary,-78.33769338,18.30591441
Eight Rivers,Prospect Plantation P.O. Box,Prospect,St. Mary,-78.05357011,18.44371705
Emerald Seas,White River,Prospect,St. Mary,-78.05148985,18.44765013
Frangipangi Villa,"P.O. Box 8, Ocho Rios P.O.",Prospect,St. Mary,-77.94652653,18.44542372
Somewhere,"Prospect Plantation, P.O. Box",Prospect,St. Mary,-77.10801513,18.40742983
Villa Viento,"P.O. Box 44, Tower Isle",Prospect,St. Mary,-76.94414614,18.40998066
Wag Water,"Prospect Plantation, P.O. Box",Prospect,St. Mary,-76.90011801,18.4080239
Hill Sea View,Tower Isle P.O. Box 163,Rio Nuevo,St. Mary,-77.91607807,"18.4942302,0<"
Sonrise Beach Retreat,Robins Bay P.A.,Robin's Bay,St. Mary,-77.10789197,18.40581737
Cool Green,,Tower Isle,St. Mary,-78.0762592,18.4484508
Coral Cay Villas,P.O. Box 418,Tower Isle,St. Mary,-78.07553475,18.44911201
Edgewater Villa,,Tower Isle,St. Mary,-78.05358435,18.4483939
Four Palms Villa,,Tower Isle,St. Mary,-77.94943764,18.44591078
Gentle Winds,P.O. Box 108,Tower Isle,St. Mary,-77.94021853,18.45945518
Las Brisas,Jamaica Beach,Tower Isle,St. Mary,-77.85651025,18.52277703
Mikee Jack,10 Crest Terrace,Tower Isle,St. Mary,-77.68676052,18.48397636
Sea Castle Villa,Jamaica Beach,Tower Isle,St. Mary,-77.24970076,"17.963909339,"
Wind - Jammer,Tower Isle,Tower Isle,St. Mary,-76.79001548,18.00973693
Reef Point Retreat,P.O. Box 44,,St. Mary,-77.39361923,18.44973881
Bath Fountain Hotel,Bath P.O.,Beacon Hill,St. Thomas,-78.36368841,18.27437372
Morant Bay Villas,1Wharf Rd. Morant Bay P.O.,Morant Bay,St. Thomas,-77.54117743,18.48279198
Whispering Bamboo Res,"105 Crystal Dr. Retreat, St.",Retreat,St. Thomas,-76.79484105,18.05135375
Seacrest Resort,2 Richmond Estate P.O. Box 32,Priory,St.Ann,-77.16622736,18.42946616
The People's Choice,Sligoville Road,Spanish Town,St.Catheri,-77.07855104,18.40912726
Breezes Montego Bay (,Gloucester Ave. White Sands B,Montego Bay,St.James,-78.34241385,18.28743802
Cariblue Beach Hotel,Montego Bay Box 610,Montego Bay,St.James,-78.33843792,18.2981229
Davelyn Villa,"1133 Sugar Mill Road, P.O. Bo",Montego Bay,St.James,-78.05831764,18.44667236
Gibbs Chateau,54 Jarrett Terrace,Montego Bay,St.James,-77.92965514,18.48355952
Leader GuestApts,46 Leader Ave Montego Bay,Montego Bay,St.James,-77.85541248,18.52256459
Sea Gardens,"Kent Avenue, P.O. Box 300",Montego Bay,St.James,-77.19913483,18.43415106
Vista Embassador,"Gloucester Avenue, White Sand",Montego Bay,St.James,-76.92175532,18.41358596
Grand Lido Braco ( Al,Rio Bueno,Braco,Trelawny,-77.92697098,18.49019699
Starfish Trelawny,Cooper's Pen P.O. Box 94,Cooper's Pen,Trelawny,-77.10624127,18.40768604
Akwaaba,"Silver Sands Estates, Duncans",Duncans,Trelawny,-78.36708065,18.26805314
Ayasso Villa,"169 Silver Sands Estate, P.O.",Duncans,Trelawny,-78.3649289,18.25728636
Beach Haven Villa,Lot 177 Silver Sands,Duncans,Trelawny,-78.36285335,18.25717132
Berniedene Villa,Lot 151 Silver Sands,Duncans,Trelawny,-78.35807655,18.27166854
Blue Vista,189 Silver Sands Estate,Duncans,Trelawny,-78.34623846,18.28082141
Cannon Cottages,Silver Sands,Duncans,Trelawny,-78.33965784,18.29247687
Caribbean Dreams,"Silver Sands, P.O. Box 1",Duncans,Trelawny,-78.33893402,18.29666619
Casa Espana Villa,Lot 161 Silver Sands Resort,Duncans,Trelawny,-78.33784655,18.30740415
Casurina Villa,Lot 19 Silver Sands Resort,Duncans,Trelawny,-78.33744406,18.31241956
Chase Farm Villa,"Lot 127, Silver Sands",Duncans,Trelawny,-78.33678112,18.30461252
Coral Edge,Lot 23b Silver Sands Estate,Duncans,Trelawny,-78.07457931,18.44924789
Day - O,"Silver Sands Estate, Duncans",Duncans,Trelawny,-78.05793917,18.44746859
Doctor Bird,Silver Sands Estate,Duncans,Trelawny,-78.05604605,18.44879732
Dreamin Villa,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-78.05492409,18.44679585
Ebb Tide Villa,Silver Sands Estate,Duncans,Trelawny,-78.0538952,18.44750117
Emerald by the Sea,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-78.05268888,18.44784217
Endless Summer,Silver Sands Estate,Duncans,Trelawny,-78.03323699,18.17560176
Gwynmarvon Villa,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-77.92503288,"18.482553013,"
Hang Time Villa,Lot 236 Silver Sands Estate,Duncans,Trelawny,-77.92396149,18.4753671
Hastings Place,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-77.92331707,18.47364408
Honey Comb,Silver Sands Estate,Duncans,Trelawny,-77.91144847,18.46007418
Horizon Villa,"232 Silver Sands Estate, P.O.",Duncans,Trelawny,-77.90504511,18.46561739
Idle Hours,Lot 4 Silver Sands Estate,Duncans,Trelawny,-77.88104722,18.5131609
Jamma Home Villa,Silver Sands,Duncans,Trelawny,-77.87083899,18.49779528
Je Suis Content,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-77.86951607,18.50185091
Kamarr Villa,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-77.86829869,"18.50177344,0"
Kelso Villa,Silver Sands Estate,Duncans,Trelawny,-77.86643253,18.52022559
Kling Kling Villa,"152 Silver Sands Resort, P.O.",Duncans,Trelawny,-77.86393015,18.51617383
La Chez Cherie,"Silver Sands Estate, P.O Box",Duncans,Trelawny,-77.86094837,18.5168895
La Hacienda,Silversands Estate,Duncans,Trelawny,-77.8607716,18.51918303
Luck Now,"156 Silver Sands Estate, P.O.",Duncans,Trelawny,-77.84013514,18.51572716
Memories,"Lot 12 Silver Sands, P.O. Box",Duncans,Trelawny,-77.73729947,17.89055091
Miss P's Place,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-77.61435882,18.48710219
Nutshell Villa,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-77.53505236,18.48367987
Oh Boy,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-77.53271551,18.48377096
Orchid House,"Silver Sands, Duncans P.O.",Duncans,Trelawny,-77.5311615,18.47967862
Paradise Guest House,"Stewart Castle, P.O. Box 66",Duncans,Trelawny,-77.52934823,18.48476224
Pot of Gold,"3 Silver Sands Estate, P.O. B",Duncans,Trelawny,-77.40136825,18.45951364
Quadrille Villa,Quadrille Villa,Duncans,Trelawny,-77.39937004,18.46270731
Queen's Cottage,"Silver Sands, Duncans P.O.",Duncans,Trelawny,-77.39710796,18.45848239
Roots Villa,"49a Silver Sands Estate, P.O.",Duncans,Trelawny,-77.32580483,18.46309383
Rum Jetty,"Silver Sands Estate, Duncans",Duncans,Trelawny,-77.32262192,18.45684592
Salt Ash Villa,"149 Silver Sands Estate, P.O.",Duncans,Trelawny,-77.3207575,18.45402484
Santa Margharita,"188 Silver Sands, P.O. Box 1",Duncans,Trelawny,-77.31270256,18.46703255
Sea Gull Villa,"164 Silver Sands Estate, P.O",Duncans,Trelawny,-77.17226202,18.42737437
Sea Spice Villa,"15 Silver Sands Estate, P.O.",Duncans,Trelawny,-77.16903421,18.43419853
Sea Spray,"6 Silver Sands Estate, P.O. B",Duncans,Trelawny,-77.16758972,18.43122605
Sea WYF,"15 Silver Sands Estate, P.O.",Duncans,Trelawny,-77.16651727,18.42575213
Silver Pointe Villa,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-77.1147204,18.40469738
Silver Sands Motel,"Silver Sands, P.O. Box 1",Duncans,Trelawny,-77.11209057,18.40353352
Summer Time Villa,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-77.10397516,18.41105213
Sunset Villa I,"Silver Sands Estate, P.O. Box",Duncans,Trelawny,-77.09912715,18.40538
Tia Maria Villa,"136 Silver Sands Estate, P.O.",Duncans,Trelawny,-77.07226266,18.41486483
Valhalla Villa,"168 Silver Sands Estate, P.O.",Duncans,Trelawny,-77.04007651,18.42115245
Wedwyn Villa,Silver Sands Estate,Duncans,Trelawny,-76.8902057,18.37031049
Wind Jammer Villa,"Lot 160 Silver Sands Estate,",Duncans,Trelawny,-76.78837131,18.02801244
Sunset Villa II,Duncans Bay Complex,Duncans Bay,Trelawny,-77.09889042,18.41247053
Falmouth Resort,"22 Newton Street, Falmouth P.",Falmouth,Trelawny,-77.99032747,18.4491545
FDR Pebbles,Cooper Pen P.O. Box 1933,Falmouth,Trelawny,-77.98764638,18.44847033
Fisherman's Inn (Rose,"Falmouth P.O. , Trelawny",Falmouth,Trelawny,-77.97122135,18.09306819
Good Hope,"Falmouth, P.O. Box 50",Falmouth,Trelawny,-77.92717799,18.48158521
Sea Breeze Villa,"P.O. Box 1, Duncans P.O.",Silver Sands,Trelawny,-77.30808247,18.46619287
Sea Scape Villa,"Lot 243 Silver Sands, Duncans",Silver Sands,Trelawny,-77.1696525,18.43568439
Hermitage,"P.O. Box 5, Mullion Cove",Bluefields,Westmoreland,-77.92176922,"18.489465651,"
Milestone Villa,P.O. Box 2809,Bluefields,Westmoreland,-77.67401654,"17.886041406,"
Mullion Cove,"P.O. Box 5, Mullion Cove",Bluefields,Westmoreland,-77.54095791,18.48154521
San Michelle,Bluefields P.O. Box 5,Bluefields,Westmoreland,-77.31915623,"18.464576288,"
Shafton Guest House,"P.O. Box 19, Bluefields P.O.",Bluefields,Westmoreland,-77.16001559,18.42439975
Chris Domar Cottage,,Green Island,Westmoreland,-78.33638747,18.30406817
Coconut Cottages,,Little Bay,Westmoreland,-78.16695298,18.45311372
Lost Beach Resort,"Broughton Rd, Hope Wharf, Wes",Little London,Westmoreland,-77.84377103,18.02040182
Addis Kokeb,,Negril,Westmoreland,-78.36734104,18.26838231
Alfred Ocean Place,Norman Manley Blvd. P.O. Box,Negril,Westmoreland,-78.36689237,18.27164991
Banana Shout,"West End, P.O. Box 4",Negril,Westmoreland,-78.36454946,18.25585266
Bar-B-Barn,N.M. Boulevard P.O. Box 42 Ne,Negril,Westmoreland,-78.36430699,18.25705105
Beach House Villa,Westlands Mountain Road,Negril,Westmoreland,-78.3614932,18.2755151
Beachcomber Hotel,"N.M. Boulevard, P.O. Box 98,",Negril,Westmoreland,-78.36083026,18.25181298
Beaches Negril (All I,N.M. Boulevard P.O. Box 915 N,Negril,Westmoreland,-78.3597364,18.24678127
Beaches Sandy Bay,N.M. Blvd P.O. Box 105 Negril,Negril,Westmoreland,-78.35908687,18.24605086
Bill's Paradise,Norman Manley Blvd.,Negril,Westmoreland,-78.3562376,18.27804344
Birchrunville,West End Road,Negril,Westmoreland,-78.35599678,18.24240082
BT Resort,Norman Manley Boulevard,Negril,Westmoreland,-78.34174591,18.28708678
Bungalo Hotel,N.M. Boulevard P.O. Box 340 N,Negril,Westmoreland,-78.34078156,18.28850019
Cast Away,West End Road,Negril,Westmoreland,-78.33748197,18.30433759
Catch A Falling Star,"West End Road, P.O. Box 22",Negril,Westmoreland,-78.33741507,18.30234415
Charela Inn,"N.M. Boulevard P.O. Box 33, N",Negril,Westmoreland,-78.33706691,18.31799371
Chuckles Resort,Plaza de Negril,Negril,Westmoreland,-78.33382205,18.34951989
Citronella,"Lighthouse Road, West End",Negril,Westmoreland,-78.29714479,"18.388474229,"
Claire Asanti,Westland Road,Negril,Westmoreland,-78.27669224,18.38696019
Classique Cottage,Norman Manley Boulevard,Negril,Westmoreland,-78.27395928,18.38810441
Coco La Palm,"N.M. Boulevard, Negril P.O.",Negril,Westmoreland,-78.18861149,18.45244462
Coral Seas Beach (All,N.M. Boulevard P.O. Box 91,Negril,Westmoreland,-78.06287545,18.44846028
Country Country,"Norman Manley Blvd, P.O. Box",Negril,Westmoreland,-78.06195469,"18.454089314,"
Couples Negril (All I,N.M. Boulevard P.O. Box 35,Negril,Westmoreland,-78.06145987,18.44588944
Croton Grove,West End Road,Negril,Westmoreland,-78.0601534,18.4479313
Crystal Waters,"Norman Manley Blvd, P.O. Box",Negril,Westmoreland,-78.0595886,18.44746254
Daniel Village Resort,"N.M. Boulevard, Negril P.O. B",Negril,Westmoreland,-78.05866701,"18.448025117,"
Delrose Villa,,Negril,Westmoreland,-78.05741614,18.44759313
Devine Destiny,"West End, Negril P.O. Box 117",Negril,Westmoreland,-78.05653916,18.44744441
Drumville Cove,"West End Road, P.O. Negril P.",Negril,Westmoreland,-78.05461022,18.44836142
Eva's Little's Africa,,Negril,Westmoreland,-78.02603633,18.159
Firefly Cottages,P.O. Box 54,Negril,Westmoreland,-77.97875799,18.45227933
Foote Prints on the S,N.M. Boulevard,Negril,Westmoreland,-77.96585828,18.08872108
Freedom Villa,,Negril,Westmoreland,-77.94619988,18.44515641
Fun Holiday Beach Hot,Norman Manley Boulevard,Negril,Westmoreland,-77.94519245,"18.463463,0</"
Gloria's Sunset,Norman Manley Boulevard,Negril,Westmoreland,-77.92872244,18.48925325
Golden Sunset,"Norman Manley Blvd, P.O. Box",Negril,Westmoreland,-77.92793039,18.47964055
Heartbeat Cottage,"West End Road, P.O. Box 95",Negril,Westmoreland,-77.92276394,18.49321726
Hidden Paradise,P.O. Box 9 Negril P.O.,Negril,Westmoreland,-77.91945873,18.47113218
Hog Heaven,West End Rd. Negril P.O.,Negril,Westmoreland,-77.91416156,18.49157686
Home Sweet Home,"West End Road, P.O. Box 3002,",Negril,Westmoreland,-77.91179407,18.48245706
Jackie's on the Reef,"Lighthouse Road, Negril P.O.",Negril,Westmoreland,-77.87579685,18.50625963
Jamaiana,,Negril,Westmoreland,-77.87455233,18.51987815
Jamaica Tamboo,P.O. Box 6,Negril,Westmoreland,-77.87145348,18.50690125
Kuyaba Negril,"N.M. Boulevard, Negrili P.O.",Negril,Westmoreland,-77.86276134,18.51617904
L.T.U. Pub. Olympics,"P.O. Box 116, West End",Negril,Westmoreland,-77.86231245,18.51332787
La Kaisers Cafe,Norman Manley Boulevard,Negril,Westmoreland,-77.8602695,18.51511034
La Mar Resort,"West End Road, P.O. Box 52",Negril,Westmoreland,-77.85960227,18.51519823
Legends Hotel,"N.M. Boulevard, Negril P.O.",Negril,Westmoreland,-77.85394893,18.5183621
Lighthouse Park,"West End Road, P.O. Box 3",Negril,Westmoreland,-77.85290882,18.52015251
Llantrissant,"West End Road, P.O. Box 90",Negril,Westmoreland,-77.84622742,18.51821484
Lonestar Hotel & Yatc,"West End Road, P.O. Box 34",Negril,Westmoreland,-77.84545122,"18.046926419,"
Mariposa Hide Away,"Norman Manley Boulevard, P.O.",Negril,Westmoreland,-77.75888144,17.87700401
Merrils Unicy,"N.M. Boulevard, P.O. Box 75",Negril,Westmoreland,-77.7364703,"17.891014713,"
Mirage Resort,,Negril,Westmoreland,-77.6564842,18.44636071
Moonlight Villa,"West End Road, P.O. Box 2721",Negril,Westmoreland,-77.55252301,18.47644335
Moonrise Villa,"Norman Manley Blvd, P.O. Box",Negril,Westmoreland,-77.54190792,18.48009453
Native Son,"Norman Manley Blvd, P.O. Box",Negril,Westmoreland,-77.53929508,18.47836021
Negril Beach Club (Ma,N.M. Boulevard P.O. Box 7 Neg,Negril,Westmoreland,-77.53846527,18.48119267
Negril Beach Villa,Norman Manley Blvd.,Negril,Westmoreland,-77.53830446,18.48482525
Negril Cabins,"Norman Manley Boulevard, Negr",Negril,Westmoreland,-77.53802488,18.47583215
Negril Inn (All Inclu,"N.M. Boulevard, Box 59, Negri",Negril,Westmoreland,-77.53770306,18.48712467
Negril Palm Beach,"Norman Manley Boulevard, P.O.",Negril,Westmoreland,-77.53765865,18.48309772
Negril Tree House Res,"N.M. Boulevard, Negril P.O. B",Negril,Westmoreland,-77.53748161,18.48292463
Negril Yoga Centre,"Norman Manley Blvd, P.O. Box",Negril,Westmoreland,-77.53721715,18.48031702
Negril's Idle Awhile,"N.M. Boulevard, P.O. Box 2935",Negril,Westmoreland,-77.53712041,18.47778572
New Moon Cottage,West End Road,Negril,Westmoreland,-77.53684205,18.47557835
Nirvana Villa,Norman Manley Blvd,Negril,Westmoreland,-77.53610094,18.48644368
Our Past Time,"N.M. Boulevard, P.O. Box 45",Negril,Westmoreland,-77.53022883,18.48485087
P. J.'s Villas,West End Road,Negril,Westmoreland,-77.53019796,18.48358098
Palace View,"Lighthouse Road, Negril P.O.",Negril,Westmoreland,-77.530084,18.4826548
Paradise View Hotel,"N.M. Boulevard, Box 46 Negril",Negril,Westmoreland,-77.52879554,18.48485612
Peaceful Garden,,Negril,Westmoreland,-77.52685052,18.48386956
Perserverance,"Norman Manley Boulevard, P.O.",Negril,Westmoreland,-77.52416172,18.48177921
Plantation House Reso,Red Ground,Negril,Westmoreland,-77.46053214,18.47187862
Point Village Resort,Norman Manley Blvd. Box 105 N,Negril,Westmoreland,-77.41244817,"18.460032004,"
Premium Cottage,Banana Walk,Negril,Westmoreland,-77.40001145,18.45903678
Primrose Inn,West End Road,Negril,Westmoreland,-77.39994946,18.46106316
R & R Villa's,"Norman Manley Boulevard, P.O.",Negril,Westmoreland,-77.39640721,18.45923417
Rant 'n' Rave,"West End Road, P.O. Box 52, N",Negril,Westmoreland,-77.3939441,18.45188183
Rock cliff Hotel,"Light House Rd, Box 67Negril",Negril,Westmoreland,-77.34110224,18.46151454
Rock House Hotel,"Light House Rd, P.O. Box 3024",Negril,Westmoreland,-77.33992302,18.46198056
Root's Bamboo Beach,"Norman Manley Boulevard, Negr",Negril,Westmoreland,-77.33187907,18.46385889
Rum Rocks,"Point Village, Norman Manley",Negril,Westmoreland,-77.32215363,"18.448518002,"
Sam Sara Hotel,West End P.O. Box 3023,Negril,Westmoreland,-77.32061034,18.46342622
Sandi San,"N.M. Boulevard, Box 47",Negril,Westmoreland,-77.31281576,18.46765645
Sea Point Villas Ltd.,West End Rd. Negril P.O.,Negril,Westmoreland,-77.1708483,18.42514931
Sea Splash Resort,"N.M. Boulevard Box123, Negril",Negril,Westmoreland,-77.16830924,18.43211221
Seascape Villas,"N.M. Boulevard, P.O. Box 68",Negril,Westmoreland,-77.16567096,18.4317166
Secret Paradise,"West End Road, P.O. Box 56",Negril,Westmoreland,-77.16295757,18.42898192
Shields Resort,N.M. BLVD. Norman Manley Negr,Negril,Westmoreland,-77.1584794,18.42512492
Silver Point,West End Road,Negril,Westmoreland,-77.11671237,"18.401811958,"
Summerset Village,"Box 86, West End, Negril",Negril,Westmoreland,-77.10395913,18.40910171
Sunquest Cottages,Norman Manley Blvd,Negril,Westmoreland,-77.10053221,18.41226591
Swept Away Hotel (All,"P.O. Box 3077, N.M. Blvd.",Negril,Westmoreland,-77.09598512,18.4098009
Tensing Pen,"P.O. Box 2013, West End",Negril,Westmoreland,-77.09480523,18.41010845
The Caves,"Lighthouse Road, P.O. Box 15",Negril,Westmoreland,-77.08446734,18.40986369
Tigress Cottage #1,"P.O. Box 126, West End Road",Negril,Westmoreland,-77.069309,18.40966333
Tigress Cottage #2,"P.O. Box 3053, West End Road",Negril,Westmoreland,-77.06886585,18.41610286
Travellers Beach Reso,Norman Manley Boulevard,Negril,Westmoreland,-77.05703902,18.41113991
T-Waters Beach Hotel,N.M. BLVD. P.O. Box 11Negril,Negril,Westmoreland,-77.04141673,18.42151654
Vanvilla,Whitehall Road,Negril,Westmoreland,-77.03926602,18.42064431
Villa la Cage,"West End Road, Negril P.O. Bo",Negril,Westmoreland,-76.98284619,18.40528498
Villa Mora,Norman Manley Blvd,Negril,Westmoreland,-76.97388599,18.40595498
Westport Cottage,Norman Manley Blvd,Negril,Westmoreland,-76.87410829,17.95087535
Whistling Bird,"Norman Manley Blvd, P.O. Box",Negril,Westmoreland,-76.79467291,18.00702148
White Sands Cottage,"Norman Manley Boulevard, P.O.",Negril,Westmoreland,-76.79189577,18.00601786
Xtabi Club,"Lighthouse Road, P.O. Box 301",Negril,Westmoreland,-76.77276446,18.02086291
Yellowbird Seatel,"Norman Manley Blvd, P.O. Box",Negril,Westmoreland,-76.77105537,18.00502098
Caribbean Delight,Norman Manley Boulevard,Negril P.O.,Westmoreland,-78.33895169,18.29537993
Rondel Village,"N.M. Boulevard, Negril P.O.",Negrill,Westmoreland,-77.33335397,18.46395164
Negril Beach Resort (,"N.M. Boulevard, P.O. Box 75",Negrio,Westmoreland,-77.53838589,18.47948237
Locheil Guest House,"P.O. Box 56, Sav-la-mar P.O.",Paradise,Westmoreland,-77.84619068,"18.524350695,"
Commingle the Hotel,"7 Hudson Street, Savanna La M",Savanna La Mar,Westmoreland,-78.07742058,18.44839076
Moun Tambrin Retreat,"120 Great George Street, P.O.",Savanna-la-mar,Westmoreland,-77.5410001,18.48518723
Orchard Great House,"Strathbogie, P.O. Box 11",Savanna-la-mar,Westmoreland,-77.53225474,18.48554845
Catton Tree Place,"West End Road, Negril P.O. Bo",West End,Westmoreland,-78.33736829,18.31919831
Doc's Delight,Light House Road,West End,Westmoreland,-78.05649855,18.45199485
Mariner's Inn,"West End Road, P.O. Box 61 Ne",West End,Westmoreland,-77.76068072,17.87812606
Ocean Edge Resort,West End Rd. P.O. Box 71 Negr,West End,Westmoreland,-77.53440273,18.48618019
Thrills Hotel,"West End Box 99, Negril P.O.",West End,Westmoreland,-77.07337974,18.41384565
Blue Cave Castle,"P.O. Box 66, Negril P.O.","West End, Negril",Westmoreland,-78.35424255,"18.278715738,"
Mango Tree Holiday Sp,Westland Road,Westlands,Westmoreland,-77.76542362,17.88537625
Hospitality Inn,"66 South Sea Park, Whitehouse",Whitehouse,Westmoreland,-77.9046521,18.47851144
Natania's Guest House,,Whitehouse,Westmoreland,-77.53980365,18.48676102
Roots Uprising,"139 South Sea Park, Whitehous",Whitehouse,Westmoreland,-77.32765264,"18.463322957,"
Villa Niderox,Lot 126 Culloden,Whitehouse,Westmoreland,-76.96776069,18.16957715
White House Beach Vil,White House P.O.,Whitehouse,Westmoreland,-76.79255734,18.00507684
Emerald Hotel,"Westlands Mountain Road, Negr",Negril,Westmoreland,-78.05201648,18.4476201
Mahogany Inn,Negril P.O. Box 61,Negril,Westmoreland,-77.81444485,18.52224843
Silver Sands Hotel,"Norman Manley Blvd, P.O. Box",Negril,Westmoreland,-77.11320677,18.40492647
Singles Hotel,Negril P.O. Box 109,Negril,Westmoreland,-77.11173114,18.40396944
